"","YEAR","Sab_Hal","Pcod","Skates","Flatfish","Sculpin","Eelpout","Wolfish","Octopus","Total_Pred"
"1",1988,0.159692125841548,2.47628602060697,0.385095311412989,1.11747467254297,0.774171524307269,0.212639812054366,0,0.00394121786081721,5.12930068462692
"2",1989,0.146356828306824,2.80044581691209,0.00612995377557219,1.12297962290447,0.618406848982588,0.29990324896616,0,0.00878950500551872,5.00301182485322
"3",1990,0.15548791259513,2.27471785047165,0,1.37713240396939,0.652855905614957,0.269438494740174,0,0.00256273479304348,4.73219530218435
"4",1991,0.151650109176389,1.57890109421561,0,1.07792508885068,0.942300974364022,0.184630286198314,0,0.00714717833513514,3.94255473114015
"5",1992,0.135715387652414,1.32882673305416,0.0201540370556322,1.63009885588451,0.874349393015908,0.135520711032276,0.00188542217121839,0.00486399811383908,4.13141453797995
"6",1993,0.320438139239358,1.97565170303042,0,1.45080324420073,0.694672800354909,0.236489789842481,0,0.00358955044072727,4.68164522710862
"7",1994,0.305745256867441,4.39880467271914,0,1.53026015215828,0.813587243461505,0.238295567735742,0.000277416536430108,0.00657007331372043,7.29354038279226
"8",1995,0.270859188728813,2.60243734894169,0,1.0762266198222,0.701069663023572,0.155039364327701,0.00148978889035294,0.00710272590682353,4.81422469964116
"9",1996,0.290440213844301,2.51583598546615,1.45851105992224,1.33323776255587,0.566639244996473,0.166305865890065,0,0.00172645877470968,6.33269659144981
"10",1997,0.243566763956706,2.17924581551914,1.33423544394336,2.20055267263487,0.593419319698481,0.123062901245947,0,0.00142742699944385,6.67551034399795
"11",1998,0.329072473186909,1.5100350817547,1.12100223739414,2.13591875462263,0.487639906467594,0.145855145236193,0.00141113954087701,0.00329300130772193,5.73422773951076
"12",1999,0.313745268222968,2.22623982305136,1.12016504498374,1.04206104136877,0.346430040501677,0.0912754988273548,0,0.00172085291010753,5.14163756986598
"13",2000,0.218214601028107,1.80579023783837,1.0855174410637,0.985462776051337,0.464266082819422,0.132377053171337,0,0.00785774498840642,4.69948593696069
"14",2001,0.288086477675123,2.71365244468501,1.42133226179491,1.21309453617523,0.401587393504513,0.153645319281626,0,0.0259048360159144,6.21730326913232
"15",2002,0.197219846834652,2.44289061387294,1.29368965001446,1.43331564938507,0.438969091822546,0.0986348681736898,0,0.00248075602036364,5.90720047612372
"16",2003,0.309494581154909,2.19015789919042,1.18232972795037,1.18388246566708,0.453210346698267,0.180477293198032,0.00157474779585027,0.00071628134228877,5.50184334299722
"17",2004,0.25667262456086,2.24076107768946,1.48448096530546,1.68143158508869,0.545633111434323,0.264278602643957,0,0.00825397177427957,6.48151193849703
"18",2005,0.280151799884174,2.38059510966887,1.50955078226052,1.45464659398052,0.620019943360348,0.333337084318261,0,0.0251669951631304,6.60346830863583
"19",2006,0.327304770363893,2.17016394329566,1.39053341131431,1.8413036472717,0.548268063442481,0.278232932076834,0.0032264575017754,0.00339351400248128,6.56242673926913
"20",2007,0.218920390899337,1.72953492467097,1.41207196119649,1.37122690355816,0.490623372695615,0.200406612827037,0,0.00329872392829947,5.42608288977591
"21",2008,0.193389286027294,1.63783550580261,1.20374810280043,1.49639565580971,0.628999346304685,0.12614277162062,0,0.00168758613493048,5.28819825450028
"22",2009,0.321092132057668,1.40214101348655,1.20165868598725,0.92746885871538,0.330925575117005,0.0846879614230588,0.000305353164663102,0.00368169930541176,4.27196127925698
"23",2010,0.310883930717433,2.23281409287461,1.06776675243534,1.12689066723457,0.373263576423701,0.150804111531808,0.000188773112128342,0.00144276068791444,5.2640546650175
"24",2011,0.250642710933904,2.56499343546661,1.2360216285837,1.68670345738986,0.443457167060877,0.17904091543307,0,0.00587008810780749,6.36672940297583
"25",2012,0.238366442557262,1.70974382833899,1.05322344590682,0.640663587747251,0.30270197726323,0.121280084835251,0,0.0049171250477861,4.0708964916966
"26",2013,0.26683435228954,1.97076524535957,1.07985945675191,1.23316560071393,0.257829295242267,0.115304348347551,0,0.0034753914968984,4.92723369020167
"27",2014,0.230519702608428,2.26081876380783,1.04522777108911,1.53751679320744,0.342676096069818,0.16338382553292,0,0.00252785758973262,5.58267080990528
"28",2015,0.309900960582845,3.15849169798229,1.19428611651012,1.18439962916004,0.459496572035765,0.178305852156578,0.00078715379713369,0.00808980458951872,6.49375778681429
"29",2016,0.31202669402661,3.56000924616898,1.64937465662871,1.47989506630982,0.622655014358246,0.262936147172278,0,0.00552320926049198,7.89242003392513
"30",2017,0.18628340534246,2.17356281308406,1.50113508615187,1.87601552298952,0.504440126511572,0.228703797712086,0,0.00765371155473797,6.47779446334631
"31",2018,0.247030416744727,1.64320295706969,1.42036792686066,1.37830453797476,0.481516702449626,0.188024622703572,0,0.0128317294073155,5.37127889321035
"32",2019,0.215385205354096,1.76399749955902,1.47943182751076,2.22085154149271,0.759496005047786,0.184056645635422,0.000773654281925134,0.0171511340724706,6.64114351295418
"33",2021,0.274297016357305,2.22829938544051,1.27257508762353,2.20350018906695,0.403813786376898,0.188167834951872,0.00235654580705882,0.00745077862502674,6.58046062424916
"34",2022,0.32447500785523,2.0876128670898,1.35022826091739,2.30103734122678,0.513823830287059,0.200701694621433,0.00181282348526203,0.00726405978695187,6.7869558852699
"35",2023,0.376755182012235,1.96374168237074,1.07848998962755,1.3426283273227,0.338763657768043,0.283310437234652,0.000515329319700535,0.00136697264872727,5.38557157830434
